RREP;;;;;;;;;;;
PARAMETERS;;;;;;;;;;;
window_size; threshold_L; threshold_H; p_t_ini; e_ini; size_ratio; subs_NOx; min_packages; max_packages;;;
60;80000;100000;100000;4000;4;9000;1;20;;;
ALL SIMULATION RESULTS;;;;;;;;;;;
total_steps(sec); minutes; avg_time_per_package (sec); p_t_total_all_steps; e_t_total_all_steps; p_t_control_zone_all_steps;  e_t_control_zone_all_steps; avg_k_all_steps; veh_enter_cz_all_steps; avg_total_time_all_steps;;
5053;84.0;13.897.796.420.581.600;29.731.225.844.351.200;9.135.969.925.837.260;9.665.801.851.209.560;5.800.354.583.138.760;314.784.442.526.329;23;13.995.714.285.714.200;;
WINDOWS;;;;;;;;;;;
step; NOx_total_w; NOx_total_acum; lambda; p_t_total; e_t_total; p_t_control_zone; e_t_control_zone; k_control_zone; num_veh_total; num_vehicles_control_zone;  
veh418;truck;11.910.777.824.000.000;4;1502;2971;1469;367.25;FALSE;;;
veh427;truck;11.549.708.388.321.700;6;1534;3074;1540;2.566.666.666.666.660;FALSE;;;
veh430;truck;11.642.838.052.218.800;10;1541;3103;1562;156.2;FALSE;;;
veh435;truck;11.795.857.691.775.100;4;1565;3154;1589;397.25;FALSE;;;
veh445;truck;12.023.856.952.398;11;1610;3192;1582;1.438.181.818.181.810;FALSE;;;
veh456;truck;13.927.663.611.489.200;17;1643;3156;1513;89.0;FALSE;;;
veh458;truck;1.150.908.103.253.050;14;1653;3105;1452;10.371.428.571.428.500;FALSE;;;
veh463;truck;11.705.373.462.213.100;17;1658;3063;1405;826.470.588.235.294;FALSE;;;
veh491;truck;11.736.843.382.958.100;7;1770;3236;1466;20.942.857.142.857.100;FALSE;;;
veh492;truck;11.747.884.907.032.400;10;1775;3246;1471;147.1;FALSE;;;
veh502;truck;12.023.888.686.285.900;10;1817;3363;1546;154.6;FALSE;;;
veh555;truck;1.128.216.396.740.450;19;2027;3393;1366;7.189.473.684.210.520;FALSE;;;
veh607;truck;1.095.881.934.304.510;16;2240;3686;1446;90.375;FALSE;;;
veh612;truck;11.032.951.299.834.000;17;2246;3725;1479;87.0;FALSE;;;
veh620;truck;12.061.088.576.030.500;13;2266;3727;1461;11.238.461.538.461.500;FALSE;;;
veh644;truck;11.371.786.970.295.500;19;2368;3746;1378;7.252.631.578.947.360;FALSE;;;
veh647;truck;1.144.204.080.013.060;2;2396;3853;1457;728.5;FALSE;;;
veh676;truck;11.799.474.980.820.300;16;2512;3987;1475;921.875;FALSE;;;
veh703;truck;11.943.996.640.403.600;8;2614;4132;1518;189.75;FALSE;;;
veh726;truck;11.503.784.483.249.500;13;2682;4240;1558;11.984.615.384.615.300;FALSE;;;
veh753;truck;11.797.425.222.529.500;14;2771;4311;1540;110.0;FALSE;;;
veh778;truck;11.786.854.520.234.300;6;2841;4377;1536;256.0;FALSE;;;
veh786;truck;11.707.188.017.355.100;12;2874;4312;1438;11.983.333.333.333.300;FALSE;;;
veh787;truck;11.500.595.730.029.900;18;2877;4326;1449;80.5;FALSE;;;
veh796;truck;11.582.203.378.847.600;12;2914;4359;1445;12.041.666.666.666.600;FALSE;;;
veh802;truck;12.079.110.169.423.700;3;2936;4427;1491;497.0;FALSE;;;
veh813;truck;852.555.973.389.439;15;2962;4179;1217;8.113.333.333.333.330;TRUE;;;
veh814;truck;9.877.777.432.198.840;17;2966;4181;1215;7.147.058.823.529.410;TRUE;;;
veh832;truck;8.319.868.962.881.660;4;3011;4218;1207;301.75;TRUE;;;
veh848;truck;8.922.694.462.224.750;6;3050;4251;1201;20.016.666.666.666.600;TRUE;;;
veh856;truck;8.559.721.635.549.310;17;3082;4255;1173;69.0;TRUE;;;
veh887;truck;11.462.831.798.195.600;13;3190;4667;1477;11.361.538.461.538.400;FALSE;;;
veh933;truck;11.775.824.945.362.900;12;3298;4757;1459;12.158.333.333.333.300;FALSE;;;
veh944;truck;11.484.468.569.654.800;16;3341;4749;1408;88.0;FALSE;;;
veh947;truck;11.912.445.679.638.500;1;3355;4798;1443;1443.0;FALSE;;;
veh982;truck;1.159.203.345.988.220;16;3459;4926;1467;916.875;FALSE;;;
veh1002;truck;11.690.369.008.742.400;2;3517;4973;1456;728.0;FALSE;;;
veh1013;truck;11.885.907.466.482.800;10;3559;5053;1494;149.4;FALSE;;;
